Age,Stage of Change,Symptoms and Disorders,Psychological Treatment,Evidence Level,Basis for Evidence
Adolescent,Precontemplation,ADHD,Behavioral peer interventions,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Contemplation,ADHD,Behavioral peer interventions,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Preparation,ADHD,Behavioral peer interventions,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Action,ADHD,Behavioral peer interventions,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Maintenance,ADHD,Behavioral peer interventions,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Precontemplation,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Contemplation,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Preparation,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Action,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Maintenance,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Precontemplation,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Contemplation,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Preparation,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Action,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Maintenance,ADHD,Organizational skills training,Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Precontemplation,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Contemplation,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Preparation,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Action,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Maintenance,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Precontemplation,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Contemplation,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Preparation,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Action,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Adolescent,Maintenance,ADHD,"Combined behavioral parent management training, classroom management, and peer intervention",Excellent,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551."
Child,Precontemplation,ADHD,Neurofeedback training,Good,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Child,Contemplation,ADHD,Neurofeedback training,Good,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Child,Preparation,ADHD,Neurofeedback training,Good,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Child,Action,ADHD,Neurofeedback training,Good,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Child,Maintenance,ADHD,Neurofeedback training,Good,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Adolescent,Precontemplation,ADHD,Neurofeedback training,Fair,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Adolescent,Contemplation,ADHD,Neurofeedback training,Fair,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Adolescent,Preparation,ADHD,Neurofeedback training,Fair,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Adolescent,Action,ADHD,Neurofeedback training,Fair,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Adolescent,Maintenance,ADHD,Neurofeedback training,Fair,"Evans, S.W., Owens, J.S., & Bunford, N. (2014).  Evidence-based psychosocial treatments for children and adoelscents with attention-deficit/hyperactivity disorder.  Journal of Clinical Child & Adolescent Psychology, 43(4), 527-551. ; Gevensleben, H., Holl, B., Albrecht, B., Schlamp, D., Kratz, O., Studer, P., et al. (2009). Distinct EEG effects related to neurofeedback training in children with ADHD: a randomized controlled trial. International Journal of Psychophysiology, 74, 149?57."
Adult,Precontemplation,ADHD,"CBT (with psychoeducation, problem-solving and organizational skills)",Unclear,
Adult,Contemplation,ADHD,"CBT (with psychoeducation, problem-solving and organizational skills)",Unclear,
Adult,Preparation,ADHD,"CBT (with psychoeducation, problem-solving and organizational skills)",Excellent,"Emilsson, B., Gudjonsson, G., Sigurdsson, J.F., Baldursson, G., Einarsson, E., Olafsdottir, H., & Young, S. (2011). Cognitive behaviour therapy in medication  treated adults with ADHD and persistent Symptoms: A randomized controlled trial.ˇBMC Psychiatry, 11, 116. ; Solanto, M. V., Marks, D. J., Wasserstein, J., Mitchell, K., Abikoff, H., Alvir, J. M. J., & Kofman, M. D. (2010). Efficacy of meta-cognitive therapy for adult ADHD. The American Journal of Psychiatry, 167(8), 958-968. doi:10.1176/appi.ajp.2009.09081123 ; Safren, S.A., Sprich, S., Mimiaga, M.J., Surman, C., Knouse, L., Groves, M., & Otto M.W. (2010). Cognitive behavioral therapy vs relaxation with educational support for medication-treated adults with ADHD and persistent symptom: A randomized control trial. Journal of the American Medical Association, 304, 875?880."
